Strategy,Asset,Timeframe,Net_Profit_USD,ROI_Percent,ROI,CAGR_Percent,ROI_Per_Day_Pct,Win_Rate_Percent,Win_Rate_Adjusted,Profit_Factor,Sharpe_Ratio,Avg_Win_USD,Avg_Loss_USD,Win_Loss_Ratio,Trades_Per_Year,Max_Drawdown_USD,Max_Drawdown_Percent,Gross_Drawdown_USD,Gross_Drawdown_Percent,Net_Drawdown_USD,Net_Drawdown_Percent,Current_Drawdown_USD,Current_Drawdown_Percent,WR_Flag,Performance_Grade,Deployment_Status,Rank,Initial_Capital_USD,Final_Capital_USD,Time_period_checked,Time_start,time_end,fees_exchnage,Total_Trades,Data_Source
10 VWAP Mean Reversion Pivot BINANCEUSDT.P 2026-04-06,BTC,4h,2476.88,24.77,0.2477,3.79,0.0102,92.86,92.86,139.76,1.48,95.95,8.93,10.75,4.7,-2.38,-0.02,-17.85,-0.14,-15.47,-0.15,0.0,0.0,LOW_SAMPLE,WEAK,LOW_TRADES,53,10000,12476.88,2170_days,23-03-2020,02-03-2026,0.06%,28,tv_backtester_jan_2024
5 Ichimoku Twin Confirm BINANCEUSDT.P 2026-04-06,ETH,4h,11117.77,111.18,1.1118,12.88,0.0332,84.62,84.62,32.58,1.72,208.54,35.2,5.92,10.5,-239.66,-2.09,-352.04,-1.67,0.0,0.0,0.0,0.0,HIGH_WR,WEAK,IGNORE,45,10000,21117.77,2254_days,27-01-2020,30-03-2026,0.06%,65,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,AVAX,4h,8808877392.0,88088773.92,880887.7392,1112.06,0.6854,87.36,87.36,19.32,2.62,9336271.04,3338279.81,2.8,207.6,-163457900.0,-2.1,-480712293.0,-5.46,-16.45,-0.16,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,3,10000,8808887392.0,2004_days,06-10-2020,02-04-2026,0.06%,1139,tv_backtester_jan_2024
G19 Donchian Volume Surge [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,25814538.08,258145.38,2581.4538,247.46,0.3416,84.98,84.98,18.97,2.09,45876.69,13678.23,3.35,110.8,-394294.56,-1.61,-1436213.82,-5.56,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,29,10000,25824538.08,2304_days,16-12-2019,08-04-2026,0.06%,699,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,2258320781.0,22583207.81,225832.0781,605.88,0.5365,85.2,85.2,17.79,2.1,2474478.29,800593.63,3.09,179.9,-35503918.2,-1.73,-134499729.2,-5.96,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,6,10000,2258330781.0,2304_days,16-12-2019,08-04-2026,0.06%,1135,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1958655256.0,19586552.56,195865.5256,590.12,0.5303,84.96,84.96,17.43,2.11,2164432.81,701177.89,3.09,179.1,-28716868.0,-1.61,-119200241.6,-6.09,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,9,10000,1958665256.0,2304_days,16-12-2019,08-04-2026,0.06%,1130,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,LINK,4h,840000000000.0,8402473294.0,84024732.94,1806.06,0.8103,88.9,88.9,16.62,2.53,729832584.0,351618209.4,2.08,222.6,-11543393000.0,-2.09,-53797586031.0,-6.4,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,1,10000,840000000000.0,2261_days,23-01-2020,02-04-2026,0.06%,1378,tv_backtester_jan_2024
5 Ichimoku Twin Confirm BINANCEUSDT.P 2026-04-06,BNB,4h,5899.93,59.0,0.59,7.9,0.0208,82.46,82.46,15.91,1.51,133.95,39.56,3.39,9.3,-289.91,-2.09,-395.6,-2.49,-16.71,-0.17,-4.76,-0.03,HIGH_WR,WEAK,IGNORE,47,10000,15899.93,2227_days,25-02-2020,01-04-2026,0.06%,57,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,157841784.3,1578417.84,15784.1784,362.96,0.4204,84.32,84.32,15.85,2.03,222261.57,75407.68,2.95,142.5,-2373586.2,-1.61,-10632483.06,-6.74,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,13,10000,157851784.3,2304_days,16-12-2019,08-04-2026,0.06%,899,tv_backtester_jan_2024
5 Ichimoku Twin Confirm BINANCEUSDT.P 2026-04-06,BTC,4h,5257.02,52.57,0.5257,7.08,0.0187,81.16,81.16,15.73,1.51,100.25,27.45,3.65,11.2,-212.51,-2.09,-356.79,-2.34,-26.36,-0.26,0.0,0.0,HIGH_WR,WEAK,IGNORE,48,10000,15257.02,2255_days,27-01-2020,31-03-2026,0.06%,69,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,3638760.55,36387.61,363.8761,680.03,0.564,83.89,83.89,15.65,3.79,11137.98,3707.39,3.0,144.8,-47037.7,-1.82,-248395.2,-6.81,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,40,10000,3648760.55,1049_days,24-05-2023,08-04-2026,0.06%,416,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,1033434528.0,10334345.28,103343.4528,721.04,0.5781,84.55,84.55,15.49,2.44,1710167.35,604521.84,2.83,139.3,-15022685.0,-1.62,-71333577.42,-6.9,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,10,10000,1033444528.0,2003_days,12-10-2020,08-04-2026,0.06%,764,tv_backtester_jan_2024
G11 Donchian CCI Power [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,126225019.5,1262250.2,12622.502,346.84,0.4107,84.2,84.2,15.29,2.13,178411.25,62199.27,2.87,142.5,-1898974.8,-1.61,-8832295.69,-7.0,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,15,10000,126235019.5,2304_days,16-12-2019,08-04-2026,0.06%,899,tv_backtester_jan_2024
G15 Aroon Donchian Breakout [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,126225019.5,1262250.2,12622.502,346.84,0.4107,84.2,84.2,15.29,2.13,178411.25,62199.27,2.87,142.5,-1898974.8,-1.61,-8832295.69,-7.0,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,14,10000,126235019.5,2304_days,16-12-2019,08-04-2026,0.06%,899,tv_backtester_jan_2024
G12 SuperTrend Donchian [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,91949706.21,919497.06,9194.9706,324.96,0.3969,84.15,84.15,15.16,2.12,136345.33,47732.52,2.86,136.0,-1383365.5,-1.61,-6491622.09,-7.06,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,18,10000,91959706.21,2304_days,16-12-2019,08-04-2026,0.06%,858,tv_backtester_jan_2024
G13 MACD Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,87367103.29,873671.03,8736.7103,321.53,0.3947,84.33,84.33,15.08,2.13,129780.2,46301.64,2.8,135.5,-1314428.6,-1.61,-6204419.21,-7.1,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,19,10000,87377103.29,2304_days,16-12-2019,08-04-2026,0.06%,855,tv_backtester_jan_2024
G17 Donchian PSAR Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,105893187.9,1058931.88,10589.3188,334.57,0.4031,84.29,84.29,14.97,2.21,151099.63,54161.65,2.79,141.2,-1593119.6,-1.61,-7582630.92,-7.16,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,17,10000,105903187.9,2304_days,16-12-2019,08-04-2026,0.06%,891,tv_backtester_jan_2024
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,BTC,4h,25661.29,256.61,2.5661,22.7,0.056,86.67,86.67,14.86,2.11,235.15,102.84,2.29,21.7,-549.5,-3.54,-1851.17,-5.19,-161.24,-1.61,0.0,0.0,HIGH_WR,TESTING,PAPER_TRADE,39,10000,35661.29,2270_days,07-01-2020,27-03-2026,0.06%,135,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,BTC,4h,184063.07,1840.63,18.4063,57.55,0.1245,84.76,84.76,14.57,2.67,623.44,238.0,2.62,57.3,-2643.33,-1.61,-13566.15,-6.99,0.0,0.0,0.0,0.0,HIGH_WR,PROMISING,TIER_2,27,10000,194063.07,2383_days,20-09-2019,30-03-2026,0.06%,374,tv_backtester_jan_2024
G20 Stoch Donchian Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,107072223.1,1070722.23,10707.2223,335.34,0.4035,83.87,83.87,14.39,2.13,153632.0,55542.67,2.77,141.6,-1610856.0,-1.61,-7998145.04,-7.47,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,16,10000,107082223.1,2304_days,16-12-2019,08-04-2026,0.06%,893,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,SOL,4h,1531511678.0,15315116.78,153151.1678,767.93,0.5934,76.9,76.9,13.97,2.46,1814721.19,432490.41,4.2,213.9,-30734700.0,-2.09,-118069883.2,-7.71,-1770.41,-17.7,0.0,0.0,,EXCEPTIONAL,TIER_1_DEPLOY,6,10000,1531521678.0,2018_days,21-09-2020,02-04-2026,0.06%,1182,tv_backtester_jan_2024
11 Williams R Trend Fusion BINANCEUSDT.P 2026-04-06,BTC,4h,8874.54,88.75,0.8875,10.37,0.027,84.48,84.48,13.54,1.91,97.78,39.32,2.49,18.0,-304.57,-1.61,-707.77,-3.75,0.0,0.0,-5.58,-0.03,HIGH_WR,WEAK,IGNORE,46,10000,18874.54,2352_days,21-10-2019,30-03-2026,0.06%,116,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,9607021.83,96070.22,960.7022,623.22,0.5432,84.6,84.6,12.61,3.15,25326.81,11034.97,2.3,140.3,-128664.57,-2.66,-827622.81,-8.61,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,35,10000,9617021.83,1268_days,13-10-2022,03-04-2026,0.06%,487,tv_backtester_jan_2024
8 Stochastic DMI Trend Fusion BINANCEUSDT.P 2026-04-06,BTC,4h,22496.96,224.97,2.2497,20.17,0.0503,71.72,71.72,12.6,2.29,172.09,34.64,4.97,30.9,-455.15,-1.96,-1939.59,-5.97,0.0,0.0,-9.61,-0.03,,TESTING,PAPER_TRADE,40,10000,32496.96,2343_days,30-10-2019,30-03-2026,0.06%,198,tv_backtester_jan_2024
G18 CCI ADX Power Trend [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,1947238.29,19472.38,194.7238,132.27,0.231,83.93,83.93,12.28,2.41,5637.88,2397.29,2.35,71.5,-30617.51,-1.61,-172605.21,-8.82,0.0,0.0,0.0,0.0,HIGH_WR,PROMISING,TIER_2,47,10000,1957238.29,2287_days,16-12-2019,22-03-2026,0.06%,448,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,ETH,4h,4499497208.0,44994972.08,449949.7208,681.09,0.5644,87.95,87.95,12.13,2.61,4305405.48,2592048.95,1.66,204.5,-94910440.0,-2.09,-404359635.5,-8.89,0.0,0.0,-51139501.5,-1.12,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,5,10000,4499507208.0,2313_days,01-12-2019,02-04-2026,0.06%,1295,tv_backtester_jan_2024
1 Aroon Oscillator Fusion BINANCEUSDT.P 2026-04-06,MAGIC,4h,16649179.8,166491.8,1664.918,942.11,0.6438,87.71,87.71,12.03,3.09,38552.97,22867.7,1.69,169.7,-329233.25,-2.12,-1509268.15,-9.06,-190.3,-1.9,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,14,10000,16659179.8,1156_days,01-02-2023,02-04-2026,0.06%,537,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,29984369.44,299843.69,2998.4369,1524.3,0.7661,84.71,84.71,11.84,2.8,75809.43,35452.64,2.14,177.6,-426044.44,-1.61,-2765306.01,-9.22,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,27,10000,29994369.44,1049_days,24-05-2023,08-04-2026,0.06%,510,tv_backtester_jan_2024
12 Zigzag Pivot Breakout BINANCEUSDT.P 2026-04-06,AVAX,15m,359.9,3.6,0.036,0.68,0.0019,69.23,69.23,11.26,0.79,43.89,8.77,5.0,2.5,-17.93,-0.17,-35.08,-0.34,0.0,0.0,-0.65,-0.01,LOW_SAMPLE,WEAK,LOW_TRADES,58,10000,10359.9,1902_days,28-09-2020,14-12-2025,0.06%,13,tv_backtester_jan_2024
G27 CCI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,1874540000000.0,18745378120.0,187453781.2,3125.33,0.9556,83.32,83.32,11.24,2.16,1687939418.0,750247289.8,2.25,266.8,-41587189000.0,-3.2,-183060000000.0,-9.77,0.0,0.0,0.0,0.0,HIGH_WR,EXCEPTIONAL,TIER_1_DEPLOY,1,10000,1874540000000.0,2003_days,12-10-2020,08-04-2026,0.06%,1463,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,MAGIC,4h,71148.66,711.49,7.1149,94.11,0.1818,82.96,82.96,11.17,2.27,697.73,304.23,2.29,42.8,-1828.94,-4.2,-6997.26,-8.62,-427.53,-4.28,0.0,0.0,HIGH_WR,PROMISING,TIER_2,31,10000,81148.66,1153_days,04-02-2023,03-04-2026,0.06%,135,tv_backtester_jan_2024
11 Williams R Trend Fusion BINANCEUSDT.P 2026-04-06,ETH,4h,11581.91,115.82,1.1582,13.23,0.034,82.61,82.61,10.37,1.72,168.67,77.29,2.18,14.9,-353.41,-1.62,-1236.68,-5.65,-157.61,-1.58,-300.24,-1.37,HIGH_WR,WEAK,IGNORE,44,10000,21581.91,2262_days,19-01-2020,30-03-2026,0.06%,92,tv_backtester_jan_2024
G28 Donchian Short14 [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,2861074647.0,28610746.47,286107.4647,889.7,0.6296,81.61,81.61,10.31,1.99,3758425.99,1617255.07,2.32,188.5,-73005276.0,-3.2,-307278463.0,-10.74,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,4,10000,2861084647.0,2002_days,12-10-2020,07-04-2026,0.06%,1033,tv_backtester_jan_2024
G27 CCI Donchian Wide [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,176049000000.0,1760494731.0,17604947.31,1308.12,0.7267,83.85,83.85,9.93,1.81,149664933.6,78223253.89,1.91,247.3,-2560275500.0,-3.2,-19712259980.0,-11.2,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,3,10000,176049000000.0,2304_days,16-12-2019,08-04-2026,0.06%,1560,tv_backtester_jan_2024
3 Chandelier Exit SAR Fusion BINANCEUSDT.P 2026-04-06,BTC,4h,4070.24,40.7,0.407,5.51,0.0147,81.82,81.82,9.84,1.12,167.8,76.72,2.19,5.2,-354.71,-2.63,-460.29,-3.27,-12.53,-0.13,0.0,0.0,,WEAK,IGNORE,51,10000,14070.24,2324_days,10-11-2019,23-03-2026,0.06%,33,tv_backtester_jan_2024
G24 Donchian Pure HighTP [Webhook] OKXUSDT.P 2026-04-08,SUI,4h,4977529.96,49775.3,497.753,769.71,0.594,84.58,84.58,9.82,2.73,16845.31,9409.59,1.79,135.4,-72158.87,-1.61,-564575.49,-11.32,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,37,10000,4987529.96,1049_days,24-05-2023,08-04-2026,0.06%,389,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,BNB,4h,93765.28,937.65,9.3765,46.47,0.1045,76.11,76.11,9.52,2.6,469.81,157.18,2.99,47.8,-1651.64,-1.61,-11002.7,-10.6,-337.09,-3.37,0.0,0.0,,TESTING,PAPER_TRADE,30,10000,103765.28,2239_days,17-02-2020,06-04-2026,0.06%,293,tv_backtester_jan_2024
3 Chandelier Exit SAR Fusion BINANCEUSDT.P 2026-04-06,ETH,4h,4143.92,41.44,0.4144,6.58,0.0175,92.31,78.46,9.37,0.93,193.3,247.6,0.78,4.8,-372.35,-2.57,-495.21,-3.41,0.0,0.0,-371.46,-2.56,LOW_SAMPLE,WEAK,LOW_TRADES,50,10000,14143.92,1986_days,30-04-2020,07-10-2025,0.06%,26,tv_backtester_jan_2024
G26 Donchian ADX Aggro [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,2221751401.0,22217514.01,222175.1401,845.07,0.6168,80.62,80.62,9.28,2.02,3007447.99,1348821.79,2.23,187.4,-62245666.0,-3.2,-268415536.2,-12.08,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,7,10000,2221761401.0,2002_days,12-10-2020,07-04-2026,0.06%,1027,tv_backtester_jan_2024
G25 CCI Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08 (1),ETH,4h,69002036.02,690020.36,6900.2036,306.05,0.3844,83.66,83.66,9.27,2.48,113578.09,62741.7,1.81,129.0,-1071913.4,-1.61,-8344645.56,-12.09,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,21,10000,69012036.02,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
G16 CCI Keltner Fusion [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,65234498.86,652344.99,6523.4499,302.45,0.3819,83.66,83.66,9.21,2.48,107463.32,59759.58,1.8,129.0,-1013680.3,-1.61,-7948023.75,-12.18,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,23,10000,65244498.86,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
G14 CCI RSI Double Momentum [Webhook] BINANCEUSDT.P 2026-04-08,ETH,4h,65234498.86,652344.99,6523.4499,302.45,0.3819,83.66,83.66,9.21,2.48,107463.32,59759.58,1.8,129.0,-1013680.3,-1.61,-7948023.75,-12.18,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,24,10000,65244498.86,2304_days,16-12-2019,08-04-2026,0.06%,814,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,ETH,4h,289926.93,2899.27,28.9927,71.14,0.1472,85.48,85.48,8.94,2.47,1046.27,688.86,1.52,57.7,-11871.71,-4.86,-36509.77,-12.17,0.0,0.0,0.0,0.0,HIGH_WR,PROMISING,TIER_2,24,10000,299926.93,2312_days,01-12-2019,31-03-2026,0.06%,365,tv_backtester_jan_2024
G23 Donchian CCI Lite [Webhook] BINANCEUSDT.P 2026-04-08,AVAX,4h,179009654.8,1790096.55,17900.9655,496.91,0.4903,80.84,80.84,8.71,2.13,309199.76,149722.51,2.07,147.6,-5211902.2,-3.2,-23206988.73,-12.96,0.0,0.0,0.0,0.0,HIGH_WR,STRONG,TIER_1,12,10000,179019654.8,2002_days,12-10-2020,07-04-2026,0.06%,809,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,SOL,4h,134378.58,1343.79,13.4379,62.72,0.1334,68.97,68.97,8.65,2.61,759.7,195.13,3.89,52.9,-2348.3,-8.05,-17561.29,-12.16,-755.43,-7.55,0.0,0.0,,PROMISING,TIER_2,29,10000,144378.58,2003_days,06-10-2020,02-04-2026,0.06%,290,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,LINK,4h,483745.8,4837.46,48.3746,87.85,0.1728,82.57,82.57,8.51,2.47,1896.71,1055.78,1.8,56.6,-7195.02,-1.76,-64402.39,-13.04,0.0,0.0,0.0,0.0,HIGH_WR,PROMISING,TIER_2,21,10000,493745.8,2259_days,24-01-2020,02-04-2026,0.06%,350,tv_backtester_jan_2024
8 Stochastic DMI Trend Fusion BINANCEUSDT.P 2026-04-06,ETH,4h,33237.76,332.38,3.3238,26.59,0.0646,83.78,83.78,8.17,2.54,203.61,128.7,1.58,35.8,-709.77,-1.62,-4633.28,-10.54,0.0,0.0,-709.77,-1.62,HIGH_WR,TESTING,PAPER_TRADE,34,10000,43237.76,2268_days,13-01-2020,31-03-2026,0.06%,222,tv_backtester_jan_2024
4 Hull MA Cross Volume BINANCEUSDT.P 2026-04-06,AVAX,4h,330477.3,3304.77,33.0477,90.89,0.1772,83.45,83.45,7.84,2.2,1565.29,1006.72,1.55,53.1,-8559.81,-2.71,-48322.58,-14.19,0.0,0.0,0.0,0.0,HIGH_WR,PROMISING,TIER_2,23,10000,340477.3,1993_days,16-10-2020,02-04-2026,0.06%,290,tv_backtester_jan_2024
2 BB Mean Reversion Volume BINANCEUSDT.P 2026-04-06,ETH,4h,1149822.91,11498.23,114.9823,112.25,0.2063,85.3,85.3,7.76,2.86,2344.44,1753.58,1.34,104.5,-22179.54,-2.14,-170097.34,-14.49,0.0,0.0,-13717.84,-1.17,HIGH_WR,PROMISING,TIER_2,18,10000,1159822.91,2307_days,12-12-2019,06-04-2026,0.06%,660,tv_backtester_jan_2024
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,MAGIC,4h,16529.09,165.29,1.6529,39.92,0.092,78.0,78.0,7.6,1.67,488.08,227.82,2.14,17.2,-884.03,-3.29,-2506.06,-9.33,0.0,0.0,-326.59,-1.22,,TESTING,PAPER_TRADE,41,10000,26529.09,1061_days,03-05-2023,29-03-2026,0.06%,50,tv_backtester_jan_2024
10 VWAP Mean Reversion Pivot BINANCEUSDT.P 2026-04-06,ETH,4h,4325.48,43.25,0.4325,6.16,0.0164,84.62,84.62,7.35,1.16,151.72,113.55,1.34,6.5,-232.2,-1.61,-681.3,-4.74,0.0,0.0,-54.01,-0.38,,WEAK,IGNORE,49,10000,14325.48,2197_days,25-02-2020,02-03-2026,0.06%,39,tv_backtester_jan_2024
G24 Donchian Pure HighTP [Webhook] BINANCEUSDT.P 2026-04-08,LDO,4h,2345560.42,23455.6,234.556,589.81,0.5301,83.29,83.29,7.3,2.75,8520.89,5821.95,1.46,135.4,-43825.53,-1.91,-372604.75,-15.81,0.0,0.0,-1725.3,-0.07,HIGH_WR,PROMISING,TIER_2,44,10000,2355560.42,1033_days,30-05-2023,28-03-2026,0.06%,383,tv_backtester_jan_2024
6 Keltner Channel Breakout RSI BINANCEUSDT.P 2026-04-06,MAGIC,15m,940222.26,9402.22,94.0222,317.98,0.3924,67.81,67.81,6.86,3.36,1588.14,487.41,3.26,321.0,-11637.67,-1.24,-160359.0,-16.87,-109.2,-1.09,-383.33,-0.04,,PROMISING,TIER_2,19,10000,950222.26,1163_days,27-01-2023,05-04-2026,0.06%,1022,tv_backtester_jan_2024
